id;genero;nom_candidato
1604;masculino  ;Martins                
1605;masculino  ;Azevedo                
1606;masculino  ;Gomes                  
1607;masculino  ;Ferreira               
1608;feminino;Correia                
1609;feminino;Correia                
1610;feminino;Martins                
1611;masculino  ;Rodrigues              
1612;masculino  ;Castro                 
1613;feminino;Cunha                  
1614;masculino  ;Costa                  
1615;feminino;Azevedo                
1616;masculino  ;Sousa                  
1617;feminino;Cavalcanti             
1618;masculino  ;Cardoso                
1619;feminino;Silva                  
1620;feminino;Rocha                  
1621;feminino;Cavalcanti             
1622;masculino  ;Ferreira               
1623;feminino;Oliveira               
1624;masculino  ;Correia                
1625;masculino  ;Souza                  
1626;feminino;Pinto                  
1627;masculino  ;Barros                 
1628;masculino  ;Martins                
1629;masculino  ;Barros                 
1630;feminino;Correia                
1631;masculino  ;Melo                   
1632;feminino;Almeida                
1633;feminino;Costa                  
1634;masculino  ;Barros                 
1635;masculino  ;Araujo                 
1636;masculino  ;Alves                  
1637;masculino  ;Cardoso                
1638;feminino;Araujo                 
1639;feminino;Araujo                 
1640;feminino;Dias                   
1641;masculino  ;Dias                   
1642;feminino;Araujo                 
1643;feminino;Oliveira               
1644;feminino;Martins                
1645;feminino;Correia                
1646;masculino  ;Barbosa                
1647;feminino;Rodrigues              
1648;feminino;Oliveira               
1649;masculino  ;Lima                   
1650;masculino  ;Lima                   
1651;masculino  ;Cavalcanti             
1652;masculino  ;Carvalho               
1653;masculino  ;Cunha                  
1654;feminino;Correia                
1655;masculino  ;Sousa                  
1656;masculino  ;Sousa                  
1657;feminino;Oliveira               
1658;masculino  ;Carvalho               
1659;feminino;Silva                  
1660;feminino;Barbosa                
1661;masculino  ;Cavalcanti             
1662;masculino  ;Lima                   
1663;feminino;Almeida                
1664;masculino  ;Pereira                
1665;masculino  ;Sousa                  
1666;masculino  ;Gomes                  
1667;masculino  ;Barros                 
1668;feminino;Lima                   
1669;masculino  ;Souza                  
1670;feminino;Pinto                  
1671;masculino  ;Cardoso                
1672;masculino  ;Sousa                  
1673;masculino  ;Rocha                  
1674;feminino;Barros                 
1675;feminino;Gomes                  
1676;feminino;Castro                 
1677;masculino  ;Fernandes              
1678;feminino;Santos                 
1679;masculino  ;Cavalcanti             
1680;masculino  ;Lima                   
1681;masculino  ;Lima                   
1682;masculino  ;Lima                   
1683;masculino  ;Oliveira               
1684;feminino;Castro                 
1685;feminino;Santos                 
1686;feminino;Alves                  
1687;masculino  ;Almeida                
1688;masculino  ;Almeida                
1689;feminino;Fernandes              
1690;feminino;Correia                
1691;masculino  ;Rodrigues              
1692;feminino;Silva                  
1693;feminino;Goncalves              
1694;masculino  ;Oliveira               
1695;feminino;Melo                   
1696;feminino;Alves                  
1697;feminino;Barbosa                
1698;feminino;Cardoso                
1699;masculino  ;Rodrigues              
1700;masculino  ;Alves                  
1701;masculino  ;Costa                  
1702;masculino  ;Rocha                  
1703;masculino  ;Sousa                  
1704;feminino;Cardoso                
1705;masculino  ;Ribeiro                
1706;masculino  ;Castro                 
1707;masculino  ;Cavalcanti             
1708;feminino;Pereira                
1709;feminino;Martins                
1710;feminino;Ferreira               
1711;feminino;Gomes                  
1712;masculino  ;Martins                
1713;feminino;Castro                 
1714;masculino  ;Cavalcanti             
1715;feminino;Ribeiro                
1716;feminino;Silva                  
1717;feminino;Fernandes              
1718;feminino;Dias                   
1719;feminino;Pereira                
1720;masculino  ;Rocha                  
1721;feminino;Carvalho               
1722;feminino;Araujo                 
1723;masculino  ;Oliveira               
1724;masculino  ;Melo                   
1725;masculino  ;Gomes                  
1726;masculino  ;Barbosa                
1727;masculino  ;Goncalves              
1728;feminino;Pereira                
1729;masculino  ;Cavalcanti             
1730;feminino;Santos                 
1731;masculino  ;Santos                 
1732;feminino;Melo                   
1733;masculino  ;Rocha                  
1734;feminino;Lima                   
1735;masculino  ;Cardoso                
1736;feminino;Costa                  
1737;feminino;Sousa                  
1738;feminino;Melo                   
1739;feminino;Pereira                
1740;masculino  ;Silva                  
1741;masculino  ;Goncalves              
1742;feminino;Almeida                
1743;masculino  ;Dias                   
1744;feminino;Cardoso                
1745;masculino  ;Martins                
1746;feminino;Sousa                  
1747;masculino  ;Cardoso                
1748;feminino;Sousa                  
1749;masculino  ;Silva                  
1750;feminino;Oliveira               
1751;masculino  ;Correia                
1752;feminino;Costa                  
1753;feminino;Melo                   
1754;masculino  ;Ferreira               
1755;masculino  ;Alves                  
1756;masculino  ;Pereira                
1757;feminino;Costa                  
1758;masculino  ;Silva                  
1759;masculino  ;Pereira                
1760;masculino  ;Azevedo                
1761;masculino  ;Ferreira               
1762;masculino  ;Cardoso                
1763;masculino  ;Cardoso                
1764;feminino;Carvalho               
1765;masculino  ;Oliveira               
1766;feminino;Oliveira               
1767;feminino;Barros                 
1768;masculino  ;Alves                  
1769;feminino;Costa                  
1770;masculino  ;Santos                 
1771;feminino;Silva                  
1772;feminino;Ferreira               
1773;feminino;Melo                   
1774;masculino  ;Martins                
1775;feminino;Rocha                  
1776;feminino;Carvalho               
1777;feminino;Azevedo                
1778;feminino;Pereira                
1779;feminino;Barros                 
1780;feminino;Cunha                  
1781;feminino;Rodrigues              
1782;masculino  ;Dias                   
1783;masculino  ;Ribeiro                
1784;feminino;Fernandes              
1785;feminino;Barbosa                
1786;feminino;Gomes                  
1787;feminino;Martins                
1788;feminino;Santos                 
1789;feminino;Gomes                  
1790;masculino  ;Rocha                  
1791;feminino;Ribeiro                
1792;feminino;Ribeiro                
1793;feminino;Ribeiro                
1794;feminino;Castro                 
1795;feminino;Melo                   
1796;masculino  ;Santos                 
1797;masculino  ;Rodrigues              
1798;masculino  ;Alves                  
1799;feminino;Gomes                  
1800;feminino;Rodrigues              
1801;feminino;Barros                 
1802;masculino  ;Cardoso                
1803;masculino  ;Azevedo                
1804;feminino;Pereira                
1805;feminino;Pinto                  
1806;feminino;Castro                 
1807;masculino  ;Lima                   
1808;feminino;Oliveira               
1809;masculino  ;Souza                  
1810;masculino  ;Sousa                  
1811;feminino;Lima                   
1812;feminino;Barros                 
1813;masculino  ;Lima                   
1814;masculino  ;Oliveira               
1815;masculino  ;Goncalves              
1816;feminino;Barbosa                
1817;masculino  ;Cunha                  
1818;feminino;Dias                   
1819;feminino;Souza                  
1820;masculino  ;Costa                  
1821;feminino;Rocha                  
1822;feminino;Almeida                
1823;masculino  ;Pereira                
1824;feminino;Azevedo                
1825;feminino;Barbosa                
1826;masculino  ;Sousa                  
1827;feminino;Santos                 
1828;masculino  ;Araujo                 
1829;masculino  ;Cardoso                
1830;masculino  ;Rocha                  
1831;feminino;Almeida                
1832;masculino  ;Pereira                
1833;feminino;Carvalho               
1834;masculino  ;Carvalho               
1835;feminino;Souza                  
1836;masculino  ;Melo                   
1837;feminino;Azevedo                
1838;feminino;Gomes                  
1839;masculino  ;Silva                  
1840;masculino  ;Silva                  
1841;masculino  ;Martins                
1842;masculino  ;Carvalho               
1843;masculino  ;Cardoso                
1844;masculino  ;Azevedo                
1845;feminino;Fernandes              
1846;masculino  ;Souza                  
1847;masculino  ;Goncalves              
1848;masculino  ;Alves                  
1849;feminino;Alves                  
1850;masculino  ;Pereira                
1851;masculino  ;Barros                 
1852;feminino;Costa                  
1853;feminino;Alves                  
1854;feminino;Almeida                
1855;masculino  ;Ribeiro                
1856;masculino  ;Ferreira               
1857;feminino;Gomes                  
1858;feminino;Souza                  
1859;feminino;Melo                   
1860;masculino  ;Alves                  
1861;masculino  ;Barbosa                
1862;masculino  ;Ribeiro                
1863;masculino  ;Santos                 
1864;masculino  ;Pereira                
1865;feminino;Sousa                  
1866;masculino  ;Oliveira               
1867;masculino  ;Oliveira               
1868;feminino;Rodrigues              
1869;masculino  ;Correia                
1870;masculino  ;Cardoso                
1871;feminino;Fernandes              
1872;masculino  ;Fernandes              
1873;masculino  ;Lima                   
1874;feminino;Rocha                  
1875;masculino  ;Carvalho               
1876;feminino;Melo                   
1877;masculino  ;Ferreira               
1878;feminino;Carvalho               
1879;masculino  ;Barros                 
1880;masculino  ;Correia                
1881;feminino;Pereira                
1882;masculino  ;Ferreira               
1883;masculino  ;Barbosa                
1884;masculino  ;Cardoso                
1885;masculino  ;Cunha                  
1886;feminino;Cunha                  
1887;feminino;Fernandes              
1888;masculino  ;Silva                  
1889;masculino  ;Carvalho               
1890;masculino  ;Cunha                  
1891;feminino;Costa                  
1892;feminino;Silva                  
1893;masculino  ;Goncalves              
1894;masculino  ;Almeida                
1895;feminino;Lima                   
1896;feminino;Souza                  
1897;masculino  ;Martins                
1898;masculino  ;Melo                   
1899;masculino  ;Cardoso                
1900;feminino;Goncalves              
1901;masculino  ;Castro                 
1902;feminino;Fernandes              
1903;masculino  ;Pinto                  
1904;feminino;Costa                  
1905;masculino  ;Santos                 
1906;masculino  ;Cardoso                
1907;feminino;Melo                   
1908;feminino;Rodrigues              
1909;feminino;Lima                   
1910;masculino  ;Souza                  
1911;masculino  ;Castro                 
1912;masculino  ;Barbosa                
1913;masculino  ;Souza                  
1914;masculino  ;Correia                
1915;feminino;Barros                 
1916;feminino;Pinto                  
1917;feminino;Cavalcanti             
1918;feminino;Oliveira               
1919;masculino  ;Dias                   
1920;feminino;Pereira                
1921;feminino;Alves                  
1922;feminino;Alves                  
1923;feminino;Gomes                  
1924;masculino  ;Ferreira               
1925;masculino  ;Pinto                  
1926;feminino;Oliveira               
1927;masculino  ;Ribeiro                
1928;feminino;Gomes                  
1929;masculino  ;Fernandes              
1930;feminino;Goncalves              
1931;masculino  ;Araujo                 
1932;feminino;Cunha                  
1933;masculino  ;Gomes                  
1934;feminino;Araujo                 
1935;masculino  ;Gomes                  
1936;masculino  ;Cavalcanti             
1937;masculino  ;Lima                   
1938;feminino;Alves                  
1939;masculino  ;Cavalcanti             
1940;masculino  ;Azevedo                
1941;masculino  ;Martins                
1942;masculino  ;Ribeiro                
1943;masculino  ;Correia                
1944;feminino;Correia                
1945;masculino  ;Pereira                
1946;masculino  ;Alves                  
1947;masculino  ;Barros                 
1948;feminino;Sousa                  
1949;feminino;Castro                 
1950;feminino;Costa                  
1951;feminino;Alves                  
1952;feminino;Costa                  
1953;feminino;Oliveira               
1954;masculino  ;Araujo                 
1955;feminino;Martins                
1956;masculino  ;Silva                  
1957;feminino;Melo                   
1958;feminino;Alves                  
1959;masculino  ;Goncalves              
1960;masculino  ;Alves                  
1961;masculino  ;Silva                  
1962;masculino  ;Rocha                  
1963;feminino;Barros                 
1964;feminino;Cardoso                
1965;feminino;Rodrigues              
1966;feminino;Almeida                
1967;masculino  ;Pinto                  
1968;feminino;Ferreira               
1969;masculino  ;Ferreira               
1970;feminino;Souza                  
1971;feminino;Ferreira               
1972;masculino  ;Dias                   
1973;feminino;Castro                 
1974;masculino  ;Castro                 
1975;feminino;Alves                  
1976;feminino;Pereira                
1977;feminino;Goncalves              
1978;masculino  ;Sousa                  
1979;feminino;Silva                  
1980;feminino;Alves                  
1981;feminino;Castro                 
1982;feminino;Cardoso                
1983;masculino  ;Silva                  
1984;masculino  ;Pereira                
1985;feminino;Alves                  
1986;feminino;Barbosa                
1987;feminino;Fernandes              
1988;feminino;Rodrigues              
1989;feminino;Alves                  
1990;masculino  ;Pereira                
1991;feminino;Costa                  
1992;feminino;Melo                   
1993;feminino;Martins                
1994;feminino;Carvalho               
1995;feminino;Souza                  
1996;masculino  ;Sousa                  
1997;feminino;Ferreira               
1998;masculino  ;Barbosa                
1999;masculino  ;Correia                
2000;feminino;Barros                 
2001;masculino  ;Silva                  
2002;feminino;Rocha                  
2003;masculino  ;Costa                  
2004;masculino  ;Cavalcanti             
2005;feminino;Azevedo                
2006;feminino;Carvalho               
2007;masculino  ;Azevedo                
2008;masculino  ;Martins                
2009;feminino;Pinto                  
2010;feminino;Souza                  
2011;masculino  ;Rocha                  
2012;masculino  ;Pereira                
2013;feminino;Cavalcanti             
2014;masculino  ;Alves                  
2015;feminino;Dias                   
2016;feminino;Pereira                
2017;masculino  ;Melo                   
2018;masculino  ;Araujo                 
2019;masculino  ;Cavalcanti             
2020;feminino;Santos                 
2021;masculino  ;Almeida                
2022;feminino;Fernandes              
2023;masculino  ;Azevedo                
2024;masculino  ;Silva                  
2025;masculino  ;Melo                   
2026;feminino;Cunha                  
2027;feminino;Fernandes              
2028;masculino  ;Ferreira               
2029;feminino;Oliveira               
2030;feminino;Martins                
2031;masculino  ;Correia                
2032;masculino  ;Rodrigues              
2033;masculino  ;Costa                  
2034;masculino  ;Cardoso                
2035;masculino  ;Carvalho               
2036;feminino;Melo                   
2037;masculino  ;Araujo                 
2038;feminino;Rodrigues              
2039;feminino;Barbosa                
2040;masculino  ;Sousa                  
2041;masculino  ;Costa                  
2042;feminino;Costa                  
2043;masculino  ;Martins                
2044;feminino;Alves                  
2045;feminino;Castro                 
2046;masculino  ;Gomes                  
2047;masculino  ;Dias                   
2048;feminino;Azevedo                
2049;masculino  ;Melo                   
2050;masculino  ;Lima                   
2051;feminino;Souza                  
2052;masculino  ;Lima                   
2053;masculino  ;Ferreira               
2054;masculino  ;Gomes                  
2055;masculino  ;Rodrigues              
2056;feminino;Ribeiro                
2057;feminino;Ferreira               
2058;masculino  ;Ribeiro                
2059;feminino;Ferreira               
2060;masculino  ;Carvalho               
2061;masculino  ;Fernandes              
2062;masculino  ;Barbosa                
2063;feminino;Silva                  
2064;masculino  ;Gomes                  
2065;feminino;Pereira                
2066;feminino;Santos                 
2067;feminino;Fernandes              
2068;feminino;Almeida                
2069;masculino  ;Rocha                  
2070;feminino;Lima                   
2071;feminino;Lima                   
2072;feminino;Oliveira               
2073;masculino  ;Almeida                
2074;feminino;Pereira                
2075;feminino;Costa                  
2076;feminino;Cardoso                
2077;feminino;Gomes                  
2078;feminino;Dias                   
2079;feminino;Azevedo                
2080;feminino;Fernandes              
2081;feminino;Alves                  
2082;masculino  ;Pinto                  
2083;masculino  ;Lima                   
2084;masculino  ;Alves                  
2085;feminino;Araujo                 
2086;masculino  ;Correia                
2087;feminino;Cardoso                
2088;feminino;Souza                  
2089;feminino;Souza                  
2090;feminino;Oliveira               
2091;feminino;Sousa                  
2092;masculino  ;Carvalho               
2093;feminino;Correia                
2094;masculino  ;Barbosa                
2095;masculino  ;Almeida                
2096;feminino;Santos                 
2097;feminino;Cavalcanti             
2098;masculino  ;Carvalho               
2099;feminino;Carvalho               
2100;feminino;Alves                  
2101;masculino  ;Castro                 
2102;feminino;Melo                   
2103;masculino  ;Oliveira               
2104;feminino;Sousa                  
2105;masculino  ;Costa                  
2106;masculino  ;Pereira                
2107;feminino;Cardoso                
2108;masculino  ;Rodrigues              
2109;feminino;Carvalho               
2110;feminino;Lima                   
2111;masculino  ;Silva                  
2112;masculino  ;Martins                
2113;feminino;Ribeiro                
2114;feminino;Pinto                  
2115;feminino;Rodrigues              
2116;masculino  ;Gomes                  
2117;feminino;Sousa                  
2118;masculino  ;Barros                 
2119;masculino  ;Pinto                  
2120;masculino  ;Silva                  
2121;masculino  ;Lima                   
2122;masculino  ;Costa                  
2123;feminino;Melo                   
2124;feminino;Sousa                  
2125;feminino;Santos                 
2126;feminino;Pereira                
2127;masculino  ;Costa                  
2128;feminino;Goncalves              
2129;masculino  ;Goncalves              
2130;masculino  ;Rocha                  
2131;feminino;Alves                  
2132;feminino;Correia                
2133;masculino  ;Castro                 
2134;masculino  ;Almeida                
2135;feminino;Gomes                  
2136;masculino  ;Ferreira               
2137;feminino;Araujo                 
2138;masculino  ;Souza                  
2139;feminino;Costa                  
2140;feminino;Rocha                  
2141;masculino  ;Pinto                  
2142;feminino;Cunha                  
2143;masculino  ;Dias                   
2144;masculino  ;Fernandes              
2145;feminino;Sousa                  
2146;feminino;Oliveira               
2147;feminino;Lima                   
2148;feminino;Cavalcanti             
2149;masculino  ;Gomes                  
2150;feminino;Rocha                  
2151;masculino  ;Cardoso                
2152;feminino;Castro                 
2153;feminino;Cardoso                
2154;feminino;Goncalves              
2155;feminino;Barros                 
2156;feminino;Gomes                  
2157;masculino  ;Gomes                  
2158;masculino  ;Barros                 
2159;masculino  ;Alves                  
2160;masculino  ;Ribeiro                
2161;feminino;Souza                  
2162;feminino;Goncalves              
2163;masculino  ;Cardoso                
2164;feminino;Castro                 
2165;masculino  ;Ferreira               
2166;feminino;Cardoso                
2167;masculino  ;Martins                
2168;feminino;Silva                  
2169;feminino;Fernandes              
2170;feminino;Cunha                  
2171;masculino  ;Melo                   
2172;masculino  ;Gomes                  
2173;feminino;Pereira                
2174;masculino  ;Oliveira               
2175;feminino;Castro                 
2176;masculino  ;Gomes                  
2177;feminino;Barros                 
2178;masculino  ;Barbosa                
2179;masculino  ;Cunha                  
2180;feminino;Barros                 
2181;masculino  ;Lima                   
2182;masculino  ;Gomes                  
2183;feminino;Azevedo                
2184;masculino  ;Dias                   
2185;feminino;Lima                   
2186;masculino  ;Rocha                  
2187;feminino;Costa                  
2188;feminino;Barros                 
2189;feminino;Alves                  
2190;masculino  ;Ferreira               
2191;feminino;Almeida                
2192;masculino  ;Azevedo                
2193;masculino  ;Ribeiro                
2194;feminino;Melo                   
2195;masculino  ;Almeida                
2196;masculino  ;Araujo                 
2197;masculino  ;Melo                   
2198;masculino  ;Ferreira               
2199;masculino  ;Santos                 
2200;masculino  ;Souza                  
2201;masculino  ;Sousa                  
2202;feminino;Correia                
2203;masculino  ;Barros                 
2204;feminino;Goncalves              
2205;feminino;Rocha                  
2206;feminino;Melo                   
2207;masculino  ;Azevedo                
2208;feminino;Rocha                  
2209;masculino  ;Oliveira               
2210;feminino;Barros                 
2211;feminino;Costa                  
2212;feminino;Costa                  
2213;masculino  ;Rodrigues              
2214;feminino;Sousa                  
2215;feminino;Melo                   
2216;feminino;Martins                
2217;masculino  ;Araujo                 
2218;feminino;Cunha                  
2219;masculino  ;Santos                 
2220;feminino;Alves                  
2221;feminino;Silva                  
2222;feminino;Alves                  
2223;feminino;Azevedo                
2224;feminino;Rodrigues              
2225;feminino;Goncalves              
2226;masculino  ;Souza                  
2227;feminino;Santos                 
2228;feminino;Sousa                  
2229;feminino;Alves                  
2230;feminino;Silva                  
2231;masculino  ;Melo                   
2232;feminino;Azevedo                
2233;masculino  ;Dias                   
2234;masculino  ;Rocha                  
2235;feminino;Goncalves              
2236;feminino;Rodrigues              
2237;feminino;Martins                
2238;masculino  ;Souza                  
2239;feminino;Alves                  
2240;feminino;Oliveira               
2241;masculino  ;Lima                   
2242;masculino  ;Carvalho               
2243;feminino;Pereira                
2244;feminino;Carvalho               
2245;masculino  ;Cunha                  
2246;masculino  ;Pereira                
2247;feminino;Cavalcanti             
2248;feminino;Ribeiro                
2249;masculino  ;Sousa                  
2250;feminino;Pinto                  
2251;masculino  ;Almeida                
2252;masculino  ;Dias                   
2253;masculino  ;Alves                  
2254;masculino  ;Ferreira               
2255;feminino;Azevedo                
2256;masculino  ;Rocha                  
2257;feminino;Araujo                 
2258;masculino  ;Pereira                
2259;feminino;Cunha                  
2260;masculino  ;Cardoso                
2261;feminino;Cavalcanti             
2262;masculino  ;Ferreira               
2263;masculino  ;Barbosa                
2264;masculino  ;Carvalho               
2265;feminino;Almeida                
2266;feminino;Pereira                
2267;masculino  ;Rocha                  
2268;feminino;Almeida                
2269;masculino  ;Araujo                 
2270;masculino  ;Barbosa                
2271;feminino;Oliveira               
2272;masculino  ;Sousa                  
2273;feminino;Carvalho               
2274;masculino  ;Dias                   
2275;masculino  ;Rodrigues              
2276;feminino;Alves                  
2277;masculino  ;Melo                   
2278;masculino  ;Silva                  
2279;masculino  ;Lima                   
2280;masculino  ;Martins                
2281;feminino;Melo                   
2282;masculino  ;Melo                   
2283;feminino;Almeida                
2284;masculino  ;Goncalves              
2285;masculino  ;Barros                 
2286;feminino;Ferreira               
2287;feminino;Costa                  
2288;feminino;Almeida                
2289;feminino;Barros                 
2290;masculino  ;Dias                   
2291;feminino;Martins                
2292;feminino;Alves                  
2293;feminino;Oliveira               
2294;feminino;Cardoso                
2295;masculino  ;Castro                 
2296;masculino  ;Sousa                  
2297;feminino;Santos                 
2298;feminino;Correia                
2299;masculino  ;Goncalves              
2300;masculino  ;Lima                   
2301;masculino  ;Carvalho               
2302;masculino  ;Barros                 
2303;feminino;Araujo                 
2304;feminino;Goncalves              
2305;feminino;Almeida                
2306;feminino;Barbosa                
2307;feminino;Barbosa                
2308;masculino  ;Ribeiro                
2309;feminino;Pereira                
2310;feminino;Pinto                  
2311;masculino  ;Sousa                  
2312;masculino  ;Pinto                  
2313;feminino;Goncalves              
2314;masculino  ;Barbosa                
2315;feminino;Pinto                  
2316;masculino  ;Rodrigues              
2317;feminino;Almeida                
2318;feminino;Barbosa                
2319;masculino  ;Santos                 
2320;masculino  ;Sousa                  
2321;masculino  ;Souza                  
2322;masculino  ;Almeida                
2323;masculino  ;Santos                 
2324;masculino  ;Rodrigues              
2325;feminino;Rocha                  
2326;masculino  ;Carvalho               
2327;masculino  ;Martins                
2328;feminino;Souza                  
2329;masculino  ;Goncalves              
2330;masculino  ;Fernandes              
2331;masculino  ;Cunha                  
2332;feminino;Barbosa                
2333;masculino  ;Sousa                  
2334;feminino;Lima                   
2335;masculino  ;Martins                
2336;masculino  ;Rocha                  
2337;feminino;Dias                   
2338;feminino;Azevedo                
2339;masculino  ;Sousa                  
2340;feminino;Alves                  
2341;feminino;Martins                
2342;masculino  ;Correia                
2343;feminino;Ferreira               
2344;feminino;Dias                   
2345;feminino;Correia                
2346;feminino;Alves                  
2347;masculino  ;Rocha                  
2348;feminino;Sousa                  
2349;feminino;Araujo                 
2350;feminino;Castro                 
2351;masculino  ;Castro                 
2352;masculino  ;Almeida                
2353;masculino  ;Martins                
2354;feminino;Silva                  
2355;masculino  ;Araujo                 
2356;feminino;Gomes                  
2357;masculino  ;Goncalves              
2358;masculino  ;Santos                 
2359;masculino  ;Cunha                  
2360;feminino;Martins                
2361;masculino  ;Cardoso                
2362;feminino;Barbosa                
2363;feminino;Cardoso                
2364;masculino  ;Carvalho               
2365;masculino  ;Oliveira               
2366;masculino  ;Pinto                  
2367;masculino  ;Araujo                 
2368;masculino  ;Azevedo                
2369;masculino  ;Cardoso                
2370;feminino;Almeida                
2371;masculino  ;Barros                 
2372;masculino  ;Ferreira               
2373;masculino  ;Cunha                  
2374;masculino  ;Rodrigues              
2375;masculino  ;Rocha                  
2376;feminino;Azevedo                
2377;masculino  ;Souza                  
2378;feminino;Alves                  
2379;feminino;Sousa                  
2380;masculino  ;Castro                 
2381;masculino  ;Silva                  
2382;masculino  ;Cardoso                
2383;feminino;Souza                  
2384;feminino;Alves                  
2385;feminino;Pinto                  
2386;masculino  ;Oliveira               
2387;masculino  ;Oliveira               
2388;feminino;Barbosa                
2389;masculino  ;Castro                 
2390;masculino  ;Pereira                
2391;feminino;Dias                   
2392;masculino  ;Martins                
2393;masculino  ;Cavalcanti             
2394;feminino;Azevedo                
2395;masculino  ;Goncalves              
2396;masculino  ;Castro                 
2397;masculino  ;Oliveira               
2398;feminino;Ferreira               
2399;feminino;Melo                   
2400;masculino  ;Costa                  
2401;masculino  ;Cardoso                
2402;masculino  ;Martins                
2403;masculino  ;Silva                  
2404;feminino;Almeida                
2405;feminino;Sousa                  
2406;feminino;Almeida                
2407;feminino;Barros                 
2408;feminino;Almeida                
2409;masculino  ;Cunha                  
2410;masculino  ;Gomes                  
2411;feminino;Ferreira               
2412;masculino  ;Lima                   
2413;feminino;Santos                 
2414;masculino  ;Araujo                 
2415;feminino;Fernandes              
2416;masculino  ;Gomes                  
2417;feminino;Correia                
2418;feminino;Rocha                  
2419;masculino  ;Carvalho               
2420;feminino;Rocha                  
2421;feminino;Correia                
2422;masculino  ;Dias                   
2423;masculino  ;Oliveira               
2424;feminino;Ferreira               
2425;masculino  ;Goncalves              
2426;masculino  ;Alves                  
2427;feminino;Azevedo                
2428;masculino  ;Ribeiro                
2429;masculino  ;Sousa                  
2430;masculino  ;Barbosa                
2431;feminino;Rodrigues              
2432;feminino;Cunha                  
2433;feminino;Cunha                  
2434;feminino;Lima                   
2435;feminino;Martins                
2436;masculino  ;Almeida                
2437;masculino  ;Dias                   
2438;masculino  ;Silva                  
2439;feminino;Oliveira               
2440;feminino;Castro                 
2441;feminino;Castro                 
2442;masculino  ;Alves                  
2443;feminino;Araujo                 
2444;masculino  ;Barros                 
2445;masculino  ;Pinto                  
2446;feminino;Cunha                  
2447;feminino;Pereira                
2448;masculino  ;Fernandes              
2449;feminino;Goncalves              
2450;feminino;Almeida                
2451;feminino;Alves                  
2452;feminino;Ferreira               
2453;masculino  ;Silva                  
2454;masculino  ;Araujo                 
2455;masculino  ;Barros                 
2456;masculino  ;Santos                 
2457;masculino  ;Cardoso                
2458;masculino  ;Costa                  
2459;feminino;Almeida                
2460;masculino  ;Correia                
2461;masculino  ;Pereira                
2462;feminino;Alves                  
2463;masculino  ;Barbosa                
2464;feminino;Souza                  
2465;feminino;Goncalves              
2466;feminino;Gomes                  
2467;masculino  ;Oliveira               
2468;feminino;Almeida                
2469;masculino  ;Melo                   
2470;masculino  ;Goncalves              
2471;masculino  ;Santos                 
2472;masculino  ;Barros                 
2473;feminino;Oliveira               
2474;feminino;Ribeiro                
2475;feminino;Alves                  
2476;feminino;Cardoso                
2477;masculino  ;Silva                  
2478;masculino  ;Cavalcanti             
2479;feminino;Barbosa                
2480;masculino  ;Ribeiro                
2481;masculino  ;Barros                 
2482;feminino;Rocha                  
2483;masculino  ;Gomes                  
2484;feminino;Souza                  
2485;feminino;Alves                  
2486;feminino;Souza                  
2487;masculino  ;Cunha                  
2488;masculino  ;Pereira                
2489;feminino;Fernandes              
2490;masculino  ;Cunha                  
2491;masculino  ;Ribeiro                
2492;feminino;Lima                   
2493;feminino;Alves                  
2494;feminino;Oliveira               
2495;masculino  ;Dias                   
2496;feminino;Fernandes              
2497;feminino;Almeida                
2498;feminino;Pereira                
2499;masculino  ;Pinto                  
2500;masculino  ;Costa                  
2501;masculino  ;Correia                
2502;feminino;Cunha                  
2503;feminino;Barros                 
2504;masculino  ;Barbosa                
2505;masculino  ;Martins                
2506;feminino;Costa                  
2507;feminino;Correia                
2508;feminino;Azevedo                
2509;masculino  ;Araujo                 
2510;feminino;Correia                
2511;feminino;Rocha                  
2512;masculino  ;Rocha                  
2513;masculino  ;Castro                 
2514;masculino  ;Martins                
2515;masculino  ;Correia                
2516;masculino  ;Castro                 
2517;feminino;Sousa                  
2518;feminino;Cunha                  
2519;masculino  ;Cunha                  
2520;feminino;Almeida                
2521;feminino;Fernandes              
2522;feminino;Dias                   
2523;masculino  ;Barros                 
2524;masculino  ;Melo                   
2525;masculino  ;Cardoso                
2526;masculino  ;Souza                  
2527;masculino  ;Costa                  
2528;masculino  ;Pereira                
2529;masculino  ;Barros                 
2530;feminino;Silva                  
2531;feminino;Araujo                 
2532;masculino  ;Almeida                
2533;feminino;Santos                 
2534;feminino;Cardoso                
2535;masculino  ;Goncalves              
2536;masculino  ;Ribeiro                
2537;masculino  ;Oliveira               
2538;masculino  ;Barbosa                
2539;feminino;Pereira                
2540;feminino;Dias                   
2541;masculino  ;Martins                
2542;feminino;Sousa                  
2543;feminino;Carvalho               
2544;masculino  ;Barros                 
2545;masculino  ;Fernandes              
2546;feminino;Silva                  
2547;feminino;Ferreira               
2548;masculino  ;Barros                 
2549;masculino  ;Castro                 
2550;feminino;Sousa                  
2551;feminino;Barbosa                
2552;masculino  ;Barbosa                
2553;feminino;Rodrigues              
2554;masculino  ;Cardoso                
2555;feminino;Gomes                  
2556;feminino;Alves                  
2557;feminino;Barros                 
2558;feminino;Gomes                  
2559;masculino  ;Lima                   
2560;feminino;Alves                  
2561;masculino  ;Araujo                 
2562;feminino;Almeida                
2563;feminino;Oliveira               
2564;feminino;Cavalcanti             
2565;masculino  ;Ferreira               
